Team,First Name,Last Name,Position,Awareness,Speed,Acceleration,Agility,Strength,Elusiveness,Carrying,Trucking,Catching,Jumping,Throw Power,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Throw on the Run,Throw Accuracy,Pass Block,Run Block,Pass Block Strength,Pass Block Footwork,Run Block Strength,Run Block Footwork,Tackle,Kick Power,Kick Accuracy,Kick Return,Stamina,Injury,Toughness
Lions,Sam,Martin,P,61,74,72,68,46,,48,10,45,65,44,15,15,15,,,20,25,,,,,24,96,88,10,85,92,65
Lions,Dan,Orlovsky,QB,75,67,73,64,58,,47,20,23,53,80,84,76,69,,,14,11,,,,,18,12,12,10,90,91,89
Lions,Jake,Rudock,QB,52,76,81,75,56,,57,27,24,68,88,76,75,74,,,17,21,,,,,28,21,20,11,91,89,84
Lions,Matthew,Stafford,QB,84,74,78,71,67,,63,35,26,58,98,89,85,86,,,25,27,,,,,28,28,25,10,96,91,97
Lions,Ezekiel,Ansah,RE,81,85,89,81,84,,51,45,45,86,33,6,6,6,,,45,45,,,,,80,44,40,10,90,94,74
Lions,Anthony,Zettel,RE,53,79,86,78,83,,53,29,57,82,23,6,6,6,,,22,31,,,,,83,17,17,9,88,92,89
Lions,Chase,Farris,RG,44,64,77,64,77,,45,20,40,66,30,6,6,6,,,71,79,,,,,30,25,25,10,89,88,82
Lions,Geoff,Schwartz,RG,80,55,76,51,90,,40,20,40,40,30,6,6,6,,,79,89,,,,,30,25,25,10,84,79,88
Lions,Larry,Warford,RG,78,51,71,56,89,,45,25,32,56,25,6,6,6,,,79,78,,,,,31,26,20,10,87,97,87
Lions,Josh,Bynes,ROLB,80,75,82,76,74,,55,45,40,69,16,6,6,6,,,45,45,,,,,86,12,11,10,85,84,83
Lions,Khaseem,Greene,ROLB,70,81,86,85,63,,63,66,70,82,33,6,6,6,,,45,45,,,,,76,20,19,10,94,85,74
Lions,DeAndre,Levy,ROLB,90,82,85,84,67,,65,44,75,78,20,6,6,6,,,45,45,,,,,96,27,23,10,97,95,82
Lions,Cornelius,Lucas,RT,70,61,71,66,75,,40,25,27,65,33,6,6,6,,,76,77,,,,,26,21,11,10,76,92,60
Lions,Michael,Ola,RT,71,61,73,61,84,,40,24,25,75,21,6,6,6,,,80,78,,,,,29,20,11,10,77,92,75
Lions,Riley,Reiff,RT,75,64,79,67,87,,40,25,35,71,30,6,6,6,,,82,86,,,,,32,25,25,10,94,93,95
Lions,Don,Carey,SS,64,85,92,87,59,,56,25,56,88,12,6,6,6,,,45,45,,,,,64,12,10,45,90,87,80
Lions,Isaiah,Johnson,SS,49,87,92,86,68,,51,35,41,86,25,6,6,6,,,45,45,,,,,69,15,14,30,88,88,65
Lions,Miles,Killebrew,SS,48,87,89,87,77,,76,53,70,88,27,6,6,6,,,20,29,,,,,83,21,18,42,88,88,87
Lions,Tavon,Wilson,SS,68,86,87,88,55,,66,47,65,82,30,15,10,10,,,45,45,,,,,69,20,15,35,92,95,87
Lions,Eric,Ebron,TE,68,86,88,86,73,,74,70,78,84,25,15,10,6,,,52,62,,,,,54,24,19,15,87,90,86
Lions,Adam,Fuehne,TE,45,72,86,78,76,,73,62,77,78,30,15,10,6,,,61,71,,,,,36,21,19,18,88,90,87
Lions,Jimmy,Landes,TE,58,72,84,61,74,,69,35,60,56,11,15,10,6,,,65,47,,,,,46,15,15,6,76,92,80
Lions,Don,Muhlbach,TE,82,65,67,61,77,,70,50,52,49,25,10,10,10,,,52,62,,,,,55,23,13,10,77,92,75
Lions,Brandon,Pettigrew,TE,81,74,80,73,76,,72,73,74,75,40,15,10,6,,,68,67,,,,,35,39,37,35,85,89,85
Lions,Timothy,Wright,TE,74,82,86,82,65,,69,69,79,88,45,40,35,33,,,56,62,,,,,44,33,32,25,82,89,70
Lions,Anquan,Boldin,WR,80,81,83,82,79,,74,81,88,86,65,50,44,28,,,28,65,,,,,45,24,16,65,90,84,99
Lions,Andre,Caldwell,WR,71,89,92,87,53,,71,44,75,90,70,15,10,6,,,30,57,,,,,25,30,30,76,82,75,65
Lions,Corey,Fuller,WR,73,89,91,87,57,,66,50,78,82,44,10,10,10,,,45,39,,,,,39,30,22,65,89,90,72
Lions,Marvin,Jones,WR,88,88,89,89,66,,72,49,88,89,35,25,20,15,,,46,33,,,,,32,25,24,72,89,80,88
Lions,T.J.,Jones,WR,54,88,91,92,54,,71,44,80,82,21,15,10,6,,,44,53,,,,,34,20,22,77,91,94,75
Lions,Jeremy,Kerley,WR,83,84,89,92,43,,62,36,81,85,62,49,47,44,,,26,60,,,,,25,22,24,84,88,90,75
Lions,Jay,Lee,WR,44,88,89,89,62,,63,51,80,80,35,24,22,20,,,36,47,,,,,31,23,22,65,90,87,81
Lions,Andre,Roberts,WR,77,88,90,91,47,,66,50,78,85,38,15,10,6,,,30,60,,,,,29,22,15,83,89,93,75
Lions,Golden,Tate III,WR,91,90,92,95,59,,75,65,93,91,27,25,25,20,,,18,34,,,,,19,19,19,89,95,89,89
Packers,Jacob,Flores,C,42,64,79,59,77,,38,20,32,65,24,6,6,6,,,76,76,,,,,35,20,20,9,81,89,84
Packers,Corey,Linsley,C,78,70,79,66,92,,40,24,35,75,26,6,6,6,,,81,82,,,,,29,22,22,10,82,91,84
Packers,J.C.,Tretter,C,67,67,82,70,89,,65,44,60,78,65,54,48,43,,,82,81,,,,,32,19,18,10,88,85,85
Packers,Makinton,Dorleant,CB,41,92,92,89,77,,58,25,60,91,25,6,6,6,,,19,28,,,,,51,10,11,85,82,88,68
Packers,Demetri,Goodson,CB,59,89,88,94,45,,65,25,68,88,22,6,6,6,,,45,45,,,,,46,25,25,45,90,75,73
Packers,LaDarius,Gunter,CB,53,88,90,88,64,,64,51,64,83,35,6,6,6,,,45,45,,,,,69,19,22,35,86,91,76
Packers,Josh,Hawkins,CB,45,93,93,90,75,,69,48,61,94,22,35,30,20,,,36,28,,,,,24,11,10,60,89,85,75
Packers,Damarious,Randall,CB,72,90,91,91,66,,64,49,73,88,21,6,6,6,,,45,45,,,,,59,17,19,65,92,90,74
Packers,Quinten,Rollins,CB,64,87,88,89,66,,68,35,77,87,45,6,6,6,,,45,45,,,,,68,18,18,45,90,92,84
Packers,Sam,Shields,CB,88,94,89,88,50,,64,15,69,90,10,6,6,6,,,45,45,,,,,48,15,15,70,95,90,65
Packers,Kenny,Clark,DT,69,70,83,56,87,,34,35,29,76,23,6,6,6,,,22,32,,,,,76,17,17,9,83,91,92
Packers,Letroy,Guion,DT,76,60,75,63,84,,40,20,30,60,26,6,6,6,,,45,45,,,,,73,25,25,10,75,88,84
Packers,Brian,Price,DT,43,67,76,69,75,,40,10,21,67,29,5,5,5,,,45,45,,,,,79,26,21,12,75,86,85
Packers,Christian,Ringo,DT,48,73,81,68,80,,40,32,29,78,25,6,6,6,,,45,45,,,,,69,20,20,10,75,85,66
Packers,Aaron,Ripkowski,FB,62,82,87,66,74,,67,60,42,82,30,15,10,5,,,70,75,,,,,45,14,14,35,78,88,75
Packers,Ha Ha,Clinton-Dix,FS,75,87,89,87,56,,65,55,79,83,35,15,10,10,,,45,45,,,,,78,20,19,62,93,95,78
Packers,Marwin,Evans,FS,40,90,90,84,78,,64,45,67,97,22,6,6,6,,,45,45,,,,,64,21,21,50,88,92,75
Packers,Micah,Hyde,FS,75,88,89,90,53,,74,33,73,83,30,6,6,6,,,45,45,,,,,72,25,24,86,90,93,69
Packers,Brandon,Burks,HB,41,87,93,80,83,,75,80,55,87,30,35,30,20,,,30,25,,,,,20,21,20,55,86,88,80
Packers,John,Crockett,HB,38,85,92,81,67,,86,69,46,89,34,30,25,15,,,44,39,,,,,42,32,25,55,86,90,81
Packers,Don,Jackson,HB,43,89,89,80,74,,75,79,55,87,23,29,24,20,,,65,32,,,,,36,21,20,55,86,88,80
Packers,Eddie,Lacy,HB,86,87,88,87,82,,84,88,67,91,28,35,30,20,,,74,54,,,,,40,25,25,50,92,89,93
Packers,James,Starks,HB,82,85,88,86,67,,78,79,67,68,38,35,30,20,,,55,35,,,,,32,33,31,50,87,78,86
Packers,Mason,Crosby,K,66,60,71,68,60,,60,25,30,64,40,35,30,25,,,25,45,,,,,30,93,89,10,88,90,80
Packers,Datone,Jones,LE,73,78,86,72,81,,45,30,35,77,24,6,6,6,,,45,45,,,,,71,19,21,10,76,87,86
Packers,Tyler,Kuder,LE,43,68,81,70,86,,40,20,28,69,13,6,6,6,,,45,45,,,,,76,29,12,10,80,87,80
Packers,Dean,Lowry,LE,50,77,85,68,86,,47,33,59,80,22,6,6,6,,,24,40,,,,,85,21,19,9,83,91,89
Packers,Josh,Sitton,LG,88,60,77,60,91,,40,20,40,49,30,6,6,6,,,96,88,,,,,30,25,25,10,86,84,83
Packers,Lane,Taylor,LG,63,58,73,52,89,,35,21,15,74,10,6,6,6,,,76,78,,,,,30,11,11,10,78,90,81
Packers,Beniquez,Brown,LOLB,45,83,89,75,76,,60,43,63,75,25,6,6,6,,,45,45,,,,,77,20,20,10,85,88,80
Packers,Jayrone,Elliott,LOLB,64,80,88,76,70,,57,29,54,80,12,6,6,6,,,45,45,,,,,74,16,17,10,76,92,86
Packers,Kyler,Fackrell,LOLB,55,82,87,84,75,,55,38,65,82,68,51,44,37,,,18,25,,,,,83,21,19,10,83,86,81
Packers,Clay,Matthews,LOLB,88,84,89,84,84,,52,10,69,80,13,6,6,6,,,45,45,,,,,85,17,10,10,97,88,98
Packers,David,Bakhtiari,LT,83,67,78,65,84,,22,25,40,66,22,6,6,6,,,89,74,,,,,40,20,20,10,85,89,69
Packers,Don,Barclay,LT,75,69,80,63,82,,29,15,45,75,17,6,6,6,,,68,72,,,,,44,20,21,10,83,89,87
Packers,Josh,James,LT,45,61,75,60,87,,30,25,30,66,10,6,6,6,,,70,72,,,,,34,11,11,10,83,90,78
Packers,Jason,Spriggs,LT,60,74,81,72,83,,32,24,26,78,22,6,6,6,,,80,76,,,,,31,20,17,9,87,92,95
Packers,Sam,Barrington,MLB,70,76,85,77,73,,66,45,56,89,35,6,6,6,,,45,45,,,,,87,20,22,10,88,94,85
Packers,Carl,Bradford,MLB,66,80,85,83,74,,60,40,54,88,10,6,6,6,,,55,45,,,,,79,25,21,10,86,95,77
Packers,Blake,Martinez,MLB,62,82,87,78,81,,45,31,56,77,25,6,6,6,,,21,26,,,,,84,19,19,10,87,92,96
Packers,Jake,Ryan,MLB,71,84,88,73,75,,60,55,60,84,25,6,6,6,,,45,45,,,,,84,28,29,10,85,78,79
Packers,Joe,Thomas,MLB,72,82,89,74,74,,65,45,56,87,25,6,6,6,,,45,45,,,,,77,20,20,10,84,90,82
Packers,Tim,Masthay,P,56,72,77,55,44,,39,15,35,49,45,44,36,28,,,20,20,,,,,32,87,83,6,88,92,65
Packers,Joe,Callahan,QB,45,73,80,75,69,,68,27,26,79,84,82,76,70,,,17,21,,,,,24,21,20,11,91,89,85
Packers,Brett,Hundley,QB,54,85,87,83,63,,56,54,40,84,91,87,73,73,,,10,12,,,,,22,21,21,5,89,90,84
Packers,Aaron,Rodgers,QB,91,78,81,81,58,,66,30,47,59,98,96,94,90,,,12,18,,,,,19,15,18,10,98,95,97
Packers,Demetris,Anderson,RE,50,64,78,61,71,,41,29,36,59,23,6,6,6,,,44,44,,,,,78,17,17,9,80,88,80
Packers,Mike,Daniels,RE,85,75,85,74,88,,52,25,43,85,29,6,6,6,,,45,45,,,,,89,26,21,12,89,84,91
Packers,Mike,Pennel,RE,68,63,80,54,87,,40,25,35,69,20,6,6,6,,,45,45,,,,,75,15,16,10,74,92,75
Packers,T.J.,Lang,RG,91,63,78,62,86,,40,10,22,35,22,6,6,6,,,94,91,,,,,42,22,20,10,85,92,83
Packers,Josh,Walker,RG,53,65,75,45,76,,30,39,35,72,19,6,6,6,,,75,77,,,,,38,22,20,10,79,90,87
Packers,Reggie,Gilbert,ROLB,48,76,83,79,80,,50,40,59,80,30,6,6,6,,,45,45,,,,,68,30,30,6,75,94,90
Packers,Lerentee,McCray,ROLB,65,80,84,83,70,,35,49,54,78,25,6,6,6,,,45,45,,,,,74,22,22,10,84,74,87
Packers,Julius,Peppers,ROLB,89,75,84,83,82,,62,10,71,86,25,6,6,6,,,45,45,,,,,80,16,11,10,87,90,90
Packers,Nick,Perry,ROLB,79,85,88,74,82,,40,25,40,91,36,6,6,6,,,45,45,,,,,82,37,16,10,83,97,73
Packers,Bryan,Bulaga,RT,84,62,77,68,87,,40,10,15,47,10,6,6,6,,,82,73,,,,,25,11,11,10,90,77,86
Packers,Kyle,Murphy,RT,55,66,74,66,75,,29,15,23,70,25,6,6,6,,,76,77,,,,,29,37,27,10,83,90,92
Packers,Chris,Banjo,SS,59,87,89,88,71,,65,50,62,92,21,6,6,6,,,45,45,,,,,67,17,19,60,86,94,75
Packers,Kentrell,Brice,SS,41,91,91,90,81,,64,45,60,97,22,6,6,6,,,45,45,,,,,66,21,21,50,88,92,75
Packers,Morgan,Burnett,SS,76,87,89,84,71,,65,20,72,91,30,15,10,10,,,45,45,,,,,79,20,15,50,91,85,84
Packers,Kennard,Backman,TE,51,84,86,82,69,,71,67,76,85,35,15,10,6,,,50,66,,,,,40,30,30,35,83,89,73
Packers,Jared,Cook,TE,76,86,91,84,67,,66,75,75,91,25,15,10,6,,,61,79,,,,,44,15,19,11,91,84,75
Packers,Mitchell,Henry,TE,56,83,85,78,68,,71,63,74,85,44,6,6,6,,,71,73,,,,,54,13,13,10,84,90,75
Packers,Rick,Lovato,TE,59,66,81,72,72,,63,19,66,61,10,10,10,10,,,69,51,,,,,49,11,14,10,83,92,79
Packers,Justin,Perillo,TE,60,80,85,77,70,,73,66,80,80,26,15,10,6,,,55,65,,,,,46,15,14,45,82,90,70
Packers,Richard,Rodgers,TE,81,78,84,82,65,,79,66,84,79,29,15,10,6,,,56,66,,,,,44,22,19,10,84,88,67
Packers,Jared,Abbrederis,WR,67,88,92,86,39,,69,29,79,78,33,15,10,6,,,25,48,,,,,28,25,35,75,92,89,82
Packers,Davante,Adams,WR,71,87,93,87,63,,69,63,77,92,30,15,10,6,,,38,45,,,,,42,25,30,45,89,92,74
Packers,Geronimo,Allison,WR,42,87,87,82,60,,63,62,75,85,35,15,10,6,,,35,50,,,,,39,61,54,65,88,87,74
Packers,Randall,Cobb,WR,86,92,93,97,56,,84,40,85,87,70,64,53,35,,,45,42,,,,,35,35,30,87,93,87,88
Packers,Trevor,Davis,WR,58,92,93,91,61,,63,26,77,93,24,10,10,10,,,38,46,,,,,22,24,24,81,92,88,71
Packers,Jeff,Janis,WR,69,92,92,93,71,,73,50,80,90,23,15,10,6,,,38,40,,,,,40,15,19,81,88,95,65
Packers,Ty,Montgomery,WR,64,89,93,87,68,,72,72,79,92,42,37,25,25,,,47,58,,,,,45,24,21,84,94,84,76
Packers,Jordy,Nelson,WR,92,88,91,88,67,,73,45,96,83,37,15,10,6,,,25,60,,,,,31,25,25,71,96,87,85
Panthers,Gino,Gradkowski,C,74,60,78,68,84,,45,25,44,78,30,6,6,6,,,72,78,,,,,39,25,25,10,85,93,88
Panthers,Ryan,Kalil,C,86,68,79,67,87,,40,20,25,66,22,6,6,6,,,84,96,,,,,40,20,24,10,88,92,94
Panthers,Matt,Masifilo,C,67,68,81,62,93,,40,29,35,72,36,6,6,6,,,68,71,,,,,67,14,15,10,74,92,84
Panthers,Bene,Benwikere,CB,82,87,86,89,52,,65,25,73,96,35,6,6,6,,,45,45,,,,,56,20,20,45,92,93,70
Panthers,James,Bradberry,CB,57,91,92,82,70,,62,25,65,87,21,6,6,6,,,17,23,,,,,64,29,21,65,88,89,86
Panthers,Leonard,Johnson,CB,69,85,90,87,54,,62,15,65,86,62,58,55,45,,,45,45,,,,,61,19,18,65,91,95,85
Panthers,Robert,McClain,CB,69,87,86,88,46,,55,26,57,87,30,6,6,6,,,45,45,,,,,58,20,20,65,91,90,65
Panthers,Zack,Sanchez,CB,49,89,93,87,73,,60,28,75,87,27,6,6,6,,,17,26,,,,,46,18,17,70,90,88,77
Panthers,Teddy,Williams,CB,54,93,92,87,50,,62,36,68,86,22,15,10,6,,,15,48,,,,,38,22,15,75,84,80,55
Panthers,Daryl,Worley,CB,60,86,90,84,68,,67,28,71,86,27,18,16,13,,,16,24,,,,,58,18,17,65,90,89,87
Panthers,Lou,Young,CB,51,89,91,86,63,,57,31,52,89,25,6,6,6,,,45,45,,,,,48,15,14,30,88,87,68
Panthers,Chas,Alecxih,DT,67,60,79,64,71,,40,19,25,80,36,6,6,6,,,45,45,,,,,73,14,15,10,75,89,92
Panthers,Vernon,Butler,DT,68,66,81,84,83,,36,37,32,81,22,6,6,6,,,28,36,,,,,83,20,19,9,81,90,87
Panthers,Star,Lotulelei,DT,80,57,73,72,96,,55,33,45,70,29,6,6,6,,,45,45,,,,,93,28,27,10,84,88,93
Panthers,Kyle,Love,DT,74,57,73,59,85,,30,30,35,55,30,6,6,6,,,45,45,,,,,80,20,20,10,76,84,75
Panthers,Kawann,Short,DT,85,70,85,69,87,,40,33,44,71,16,6,6,6,,,45,45,,,,,85,15,15,10,80,95,64
Panthers,Paul,Soliai,DT,85,64,83,53,91,,40,25,25,52,21,6,6,6,,,45,45,,,,,79,20,24,6,75,87,82
Panthers,Devon,Johnson,FB,41,85,92,72,85,,64,82,57,79,31,20,15,10,,,63,68,,,,,40,21,20,40,85,80,85
Panthers,Mike,Tolbert,FB,86,75,82,73,82,,82,88,59,59,28,6,6,6,,,55,61,,,,,51,22,22,10,86,90,84
Panthers,Marcus,Ball,FS,51,85,88,82,72,,65,45,66,88,30,15,10,10,,,45,45,,,,,69,20,15,45,85,90,75
Panthers,Kurt,Coleman,FS,87,85,91,81,55,,64,55,82,85,11,6,6,6,,,45,45,,,,,69,24,10,30,95,88,75
Panthers,Colin,Jones,FS,57,90,94,84,64,,55,35,57,91,25,6,6,6,,,45,45,,,,,68,20,20,43,85,88,65
Panthers,Cameron,Artis-Payne,HB,48,88,88,83,65,,86,79,47,86,28,30,25,15,,,43,42,,,,,23,27,24,60,85,90,84
Panthers,Jonathan,Stewart,HB,90,87,92,88,79,,86,88,59,88,30,35,30,20,,,58,30,,,,,20,25,25,63,88,75,90
Panthers,Brandon,Wegher,HB,54,89,91,84,75,,82,79,56,92,40,20,15,25,,,48,45,,,,,43,20,22,68,90,91,90
Panthers,Fozzy,Whittaker,HB,70,87,89,88,70,,79,56,63,83,25,35,30,20,,,58,45,,,,,39,10,10,77,88,83,73
Panthers,Graham,Gano,K,70,75,77,64,63,,35,10,35,36,26,35,30,25,,,17,12,,,,,13,97,93,10,80,90,60
Panthers,Mario,Addison,LE,76,78,85,74,73,,55,35,50,74,36,6,6,6,,,45,45,,,,,69,37,16,10,80,90,80
Panthers,Charles,Johnson,LE,86,75,85,74,82,,40,30,21,83,14,6,6,6,,,45,45,,,,,77,16,11,10,79,92,82
Panthers,Larry,Webster III,LE,53,85,89,84,67,,70,68,67,87,28,6,6,6,,,55,60,,,,,69,15,15,10,76,88,76
Panthers,Tyler,Larsen,LG,58,65,70,54,93,,35,19,29,64,33,5,5,5,,,77,75,,,,,35,33,36,10,80,96,79
Panthers,Andrew,Norwell,LG,81,61,73,49,87,,40,21,40,72,22,6,6,6,,,83,94,,,,,45,18,22,10,82,92,85
Panthers,David,Yankey,LG,62,55,77,62,84,,40,16,35,78,19,6,6,6,,,73,79,,,,,31,17,35,10,85,90,80
Panthers,A.J.,Klein,LOLB,72,82,87,74,67,,70,54,71,77,20,6,6,6,,,45,45,,,,,86,14,15,10,94,91,87
Panthers,Shaq,Thompson,LOLB,72,84,84,86,69,,72,71,72,83,25,6,6,6,,,50,45,,,,,85,20,20,10,92,93,78
Panthers,David,Foucault,LT,60,62,74,68,81,,35,25,40,75,14,6,6,6,,,72,77,,,,,32,22,24,10,73,92,75
Panthers,Donald,Hawkins,LT,52,52,76,43,81,,40,11,25,76,21,6,6,6,,,75,73,,,,,29,20,11,10,76,90,75
Panthers,Michael,Oher,LT,82,62,78,63,93,,40,35,25,71,25,6,6,6,,,87,68,,,,,39,28,10,11,89,97,95
Panthers,Jeremy,Cash,MLB,60,87,86,83,72,,47,45,57,84,27,15,10,10,,,44,44,,,,,78,21,18,42,88,84,81
Panthers,Luke,Kuechly,MLB,98,86,89,85,81,,64,54,81,90,25,6,6,6,,,54,55,,,,,98,22,24,10,99,97,99
Panthers,David,Mayo,MLB,59,81,87,74,75,,55,45,61,84,25,6,6,6,,,45,45,,,,,85,22,29,10,84,78,82
Panthers,Jared,Norris,MLB,50,81,87,84,76,,35,50,52,76,18,6,6,6,,,45,45,,,,,78,22,29,10,89,90,81
Panthers,Mike,Scifres,P,63,67,62,54,42,,40,10,32,40,56,30,30,25,,,33,33,,,,,42,87,85,10,86,76,65
Panthers,Swayze,Waters,P,43,70,72,65,35,,44,10,35,55,29,30,30,22,,,15,12,,,,,11,92,78,10,80,90,65
Panthers,Derek,Anderson,QB,74,64,67,54,65,,49,20,15,49,91,80,76,75,,,19,21,,,,,23,22,14,10,90,90,95
Panthers,Cam,Newton,QB,87,86,89,90,81,,83,76,67,88,97,94,93,87,,,32,39,,,,,44,24,22,14,95,97,99
Panthers,Joe,Webb,QB,68,87,89,93,64,,77,65,71,95,89,73,70,72,,,25,31,,,,,33,25,24,75,85,88,72
Panthers,Ryan,Delaire,RE,57,76,86,81,77,,52,44,48,83,32,6,6,6,,,45,45,,,,,73,27,28,10,86,87,82
Panthers,Kony,Ealy,RE,77,74,85,85,81,,45,25,38,78,15,6,6,6,,,45,45,,,,,76,15,15,10,83,92,73
Panthers,Wes,Horton,RE,68,78,82,75,76,,49,35,41,79,11,6,6,6,,,45,45,,,,,72,14,22,10,72,88,70
Panthers,Robert,Thomas,RE,53,60,76,47,94,,40,25,28,65,14,6,6,6,,,45,45,,,,,75,17,11,10,69,84,76
Panthers,Reese,Dismukes,RG,64,61,73,64,80,,44,15,40,77,22,6,6,6,,,72,78,,,,,41,18,22,10,84,85,89
Panthers,Chris,Scott,RG,72,52,71,52,92,,30,20,32,44,12,6,6,6,,,76,75,,,,,40,11,15,10,69,74,75
Panthers,Trai,Turner,RG,82,73,82,62,88,,40,20,45,75,15,6,6,6,,,90,92,,,,,34,24,33,10,76,92,86
Panthers,Thomas,Davis Sr.,ROLB,90,81,81,85,72,,65,45,71,83,17,6,6,6,,,45,45,,,,,91,21,20,10,94,83,98
Panthers,Ben,Jacobs,ROLB,68,74,78,75,69,,60,55,53,80,25,6,6,6,,,45,45,,,,,78,15,19,10,83,95,82
Panthers,Mike,Remmers,RT,79,65,79,62,84,,45,20,45,72,30,6,6,6,,,74,81,,,,,35,25,25,10,84,89,75
Panthers,Daryl,Williams,RT,62,60,74,51,87,,40,15,25,76,25,6,6,6,,,72,81,,,,,39,28,15,11,79,89,83
Panthers,Tre,Boston,SS,68,87,89,88,68,,69,55,75,86,15,6,6,6,,,45,45,,,,,74,14,13,40,89,92,76
Panthers,Dean,Marlowe,SS,52,86,88,87,67,,65,55,54,83,30,6,6,6,,,45,45,,,,,73,17,12,35,87,94,76
Panthers,Trenton,Robinson,SS,62,88,92,84,49,,52,45,63,86,30,15,10,10,,,45,45,,,,,71,20,15,33,88,84,73
Panthers,Ed,Dickson,TE,79,82,86,76,68,,71,55,74,82,25,15,10,6,,,66,65,,,,,40,12,15,12,85,88,88
Panthers,J.J.,Jansen,TE,76,63,70,66,71,,62,10,60,42,37,6,6,6,,,66,56,,,,,52,15,21,10,81,92,75
Panthers,Greg,Olsen,TE,94,85,86,83,67,,73,67,96,88,20,15,10,6,,,82,64,,,,,40,26,22,6,98,93,85
Panthers,Beau,Sandland,TE,46,81,86,81,78,,79,68,77,84,26,22,20,16,,,60,73,,,,,33,21,19,18,86,90,89
Panthers,Scott,Simonson,TE,52,75,85,68,76,,69,67,76,78,29,15,10,6,,,50,66,,,,,33,19,18,30,82,88,67
Panthers,Kelvin,Benjamin,WR,78,86,88,87,74,,77,73,91,84,35,24,22,20,,,49,40,,,,,41,20,20,35,87,90,75
Panthers,Brenton,Bersin,WR,72,84,87,83,49,,73,63,82,85,23,15,10,6,,,45,55,,,,,44,17,19,55,86,90,76
Panthers,Philly,Brown,WR,83,88,93,92,39,,75,31,83,84,25,15,10,6,,,36,47,,,,,29,22,22,84,88,93,74
Panthers,Devin,Funchess,WR,69,88,90,87,69,,80,72,80,88,35,15,10,6,,,50,55,,,,,35,18,15,25,84,88,85
Panthers,Ted,Ginn Jr.,WR,84,92,91,93,45,,80,40,77,87,40,15,10,6,,,25,44,,,,,35,13,15,88,95,90,50
Panthers,Cobi,Hamilton,WR,57,86,86,86,52,,70,45,80,78,39,26,22,24,,,45,49,,,,,35,20,20,65,91,93,73
Panthers,Stephen,Hill,WR,61,92,92,85,62,,69,67,64,86,45,15,10,6,,,55,32,,,,,33,14,22,42,86,85,75
Panthers,Kevin,Norwood,WR,64,88,90,93,50,,68,52,79,83,19,15,10,6,,,21,39,,,,,21,24,25,63,92,87,72
Patriots,David,Andrews,C,71,68,83,54,80,,22,26,25,72,22,6,6,6,,,80,78,,,,,38,20,20,10,88,87,88
Patriots,Josh,Kline,C,70,68,79,63,83,,40,20,40,76,30,6,6,6,,,77,81,,,,,39,21,20,10,82,90,74
Patriots,Bryan,Stork,C,76,56,77,60,84,,40,29,25,72,29,6,6,6,,,78,82,,,,,40,9,14,10,83,78,89
Patriots,E.J.,Biggers,CB,71,88,92,85,42,,45,10,49,87,17,6,6,6,,,45,45,,,,,48,21,24,45,88,90,65
Patriots,Malcolm,Butler,CB,83,89,88,88,58,,55,10,72,87,21,6,6,6,,,45,45,,,,,69,29,21,42,88,90,72
Patriots,Justin,Coleman,CB,60,88,91,89,72,,58,33,64,92,32,6,6,6,,,45,45,,,,,56,19,18,73,90,89,77
Patriots,Cyrus,Jones,CB,61,90,91,91,67,,68,28,69,84,27,6,6,6,,,17,23,,,,,54,18,17,85,89,88,79
Patriots,Jonathan,Jones,CB,41,95,95,85,70,,60,28,61,85,27,6,6,6,,,43,44,,,,,40,18,17,60,84,77,73
Patriots,Darryl,Roberts,CB,49,92,94,94,72,,52,20,53,91,10,6,6,6,,,45,45,,,,,40,15,12,63,88,79,68
Patriots,Logan,Ryan,CB,85,88,91,87,53,,66,45,73,83,36,6,6,6,,,45,45,,,,,73,26,22,60,93,94,85
Patriots,Alan,Branch,DT,78,64,80,54,91,,40,10,25,45,16,6,6,6,,,45,45,,,,,83,17,26,10,65,87,86
Patriots,Malcom,Brown,DT,65,71,81,59,80,,40,24,45,79,10,6,6,6,,,45,45,,,,,78,11,11,10,69,92,73
Patriots,Terrance,Knighton,DT,84,70,81,61,92,,40,10,50,54,14,6,6,6,,,45,45,,,,,90,17,11,10,83,94,75
Patriots,Markus,Kuhn,DT,68,74,84,66,85,,40,19,36,83,25,6,6,6,,,45,45,,,,,72,20,20,10,67,92,81
Patriots,Vincent,Valentine,DT,57,66,81,70,77,,33,29,28,77,23,6,6,6,,,27,36,,,,,78,17,17,9,79,85,72
Patriots,Joe,Vellano,DT,72,57,77,52,85,,48,40,42,67,30,6,6,6,,,45,45,,,,,78,30,30,10,83,93,84
Patriots,James,Develin,FB,79,68,78,69,76,,76,78,63,64,30,6,6,6,,,75,79,,,,,42,25,25,30,78,92,87
Patriots,Devin,McCourty,FS,87,90,90,91,55,,50,27,81,92,30,6,6,6,,,45,45,,,,,70,22,24,74,97,95,77
Patriots,Jordan,Richards,FS,55,86,90,91,65,,64,45,72,85,24,6,6,6,,,45,45,,,,,73,26,19,45,88,93,84
Patriots,Brock,Vereen,FS,58,89,93,80,75,,55,54,58,84,24,6,6,6,,,45,45,,,,,69,22,21,60,84,92,69
