team,first_name,last_name,position,awareness,speed,acceleration,agility,strength,elusiveness,carrying,trucking,catching,jumping,throw_power,throw_accuracy_short,throw_accuracy_mid,throw_accuracy_deep,throw_on_the_run,throw_accuracy,pass_block,run_block,pass_block_power,pass_block_finesse,run_block_power,run_block_finesse,tackle,kick_power,kick_accuracy,kick_return,stamina,injury,toughness,handedness,jersey_number,height,weight,age,birthdate,years_pro,college,draft_round,draft_pick,contract_length,contract_years_left,total_salary,signing_bonus,role_one,role_two,pro_bowl,nfl_icon,hair_style,hair_color,skin_color,tattoo_left,tattoo_right,tendency,face_id,sleeves,left_hand,right_hand,left_wrist,right_wrist,left_elbow,right_elbow,left_knee,right_knee,left_shoe,right_shoe,neck_pad,mouthpiece,breathing_strip,eye_black,helmet,face_mask,visor
Giants,Josh,Banks,LE,58,72,82,67,88,18,37,33,40,80,23,6,6,6,6,22,45,45,45,45,45,45,82,19,20,10,85,79,85,Left,64,76,290,23,6/13/1994,1,Wake Forest,15,63,3,3,1667500,5000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Romeo,Okwara,LE,59,77,83,75,79,15,40,25,33,79,10,6,6,6,6,22,45,45,45,45,45,45,79,21,20,10,85,88,85,Right,78,77,268,22,6/17/1995,2,Notre Dame,15,63,3,2,1635000,27500,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Jason,Pierre-Paul,LE,87,79,85,83,85,40,37,25,29,85,33,6,6,6,6,30,45,45,45,45,45,45,92,22,21,10,92,93,70,Right,90,77,277,28,1/1/1989,8,South Florida,1,15,4,4,62000000,29000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Kerry,Wynn,LE,61,73,89,56,86,11,35,12,33,81,19,6,6,6,6,19,45,45,45,45,45,45,78,27,24,10,75,94,78,Right,72,77,264,26,2/12/1991,4,Richmond,15,63,1,1,1797000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Damien,Mama,LG,61,50,72,55,86,18,21,38,26,63,10,6,6,6,6,24,74,72,80,70,80,70,28,11,11,10,77,88,90,Right,71,75,342,22,6/27/1995,1,USC,15,63,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Justin,Pugh,LG,88,67,85,73,88,15,60,35,54,75,16,6,6,6,6,19,85,83,83,89,81,86,35,21,23,11,92,90,74,Right,67,77,306,27,8/15/1990,5,Syracuse,1,19,5,1,17166898,16727128,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Devon,Kennard,LOLB,84,83,89,77,75,25,55,45,61,75,15,6,6,6,6,18,45,45,45,45,45,45,86,27,24,10,88,80,84,Right,59,76,254,26,6/24/1991,4,USC,5,46,4,1,2364560,144560,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Ereck,Flowers,LT,77,63,74,66,90,10,40,26,30,76,25,6,6,6,6,25,71,78,87,68,90,82,28,24,22,10,85,84,89,Right,74,78,327,23,4/25/1994,3,Miami (Fla.),1,9,4,2,14391832,14391832,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Chad,Wheeler,LT,65,63,75,70,80,20,23,28,24,62,19,6,6,6,6,20,73,76,84,72,85,75,36,21,11,10,83,80,85,Right,63,79,312,23,1/19/1994,1,USC,15,63,3,3,1685000,45000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,B.J.,Goodson,MLB,57,83,88,81,84,43,53,31,58,83,14,6,6,6,6,10,24,31,45,45,45,45,86,12,10,10,86,89,85,Right,93,73,242,24,5/29/1993,2,Clemson,4,13,4,3,2922208,582208,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Curtis,Grant,MLB,56,82,87,75,76,30,60,45,58,85,30,6,6,6,6,30,45,45,45,45,45,45,77,20,20,10,85,76,85,Right,58,74,245,24,12/28/1992,3,Ohio State,15,63,1,1,465000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Mark,Herzlich,MLB,75,73,82,75,75,29,55,47,72,74,20,6,6,6,6,19,45,45,45,45,45,45,78,14,17,10,90,80,98,Right,44,77,241,30,9/1/1987,7,Boston College,15,63,1,1,855000,80000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Calvin,Munson,MLB,62,79,85,76,78,31,53,44,51,77,27,6,6,6,6,22,35,35,35,35,35,35,82,20,22,10,88,86,81,Right,46,73,242,22,12/27/1994,1,San Diego State,15,63,3,3,1675000,30000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Kelvin,Sheppard,MLB,74,80,85,74,75,25,62,35,51,69,25,6,6,6,6,27,45,45,50,40,50,40,81,26,20,17,87,95,88,Left,47,74,251,29,1/2/1988,7,LSU,3,4,1,1,775000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Brad,Wing,P,62,76,75,67,48,15,40,25,23,45,40,30,30,25,20,45,17,16,17,17,16,16,25,91,82,10,88,84,75,Left,9,75,199,26,1/27/1991,5,LSU,15,63,4,3,6450000,3100000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Eli,Manning,QB,87,69,69,58,54,30,51,20,25,47,90,88,82,79,79,80,12,18,12,12,18,18,19,15,18,10,95,98,98,Right,10,77,219,36,1/3/1981,14,Mississippi,1,1,5,3,84000000,36500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Geno,Smith,QB,66,85,84,82,56,63,59,35,60,86,91,82,78,71,81,77,24,25,25,25,25,25,38,20,15,15,94,83,88,Right,3,75,221,27,10/10/1990,5,West Virginia,2,7,1,1,1200000,300000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Davis,Webb,QB,65,79,85,78,62,45,58,51,27,80,93,83,76,74,77,92,16,24,11,11,10,10,25,14,17,10,95,85,74,Right,5,77,230,22,1/22/1995,1,California,3,23,4,4,3611326,766420,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Kyle,Lauletta,QB,60,79,84,83,57,55,64,46,35,77,87,84,81,76,81,81,19,22,20,15,20,20,24,19,22,10,90,88,87,Right,17,75,223,22,11/27/1995,0,Richmond,4,8,4,4,3167700,707700,45,45,0,0,7,1,0,0,0,0,-1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,-1,-1,0
Giants,Avery,Moss,RE,53,79,88,81,77,31,38,28,44,79,31,6,6,6,6,19,45,45,45,45,45,45,78,37,16,10,83,88,78,Right,91,75,268,23,9/16/1994,1,Youngstown State,5,39,4,4,2654780,254780,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Olivier,Vernon,RE,88,81,87,74,83,12,40,33,32,86,28,6,6,6,6,16,45,45,45,45,45,45,84,15,24,10,92,90,90,Right,54,74,269,27,10/7/1990,6,Miami (Fla.),3,8,5,4,85000000,40000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Jessamen,Dunker,RG,47,73,80,64,82,15,19,31,26,71,23,6,6,6,6,30,72,74,81,65,88,73,32,25,25,10,78,92,87,Right,65,76,317,24,1/18/1993,1,Tennessee State,15,63,3,3,1675000,20000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,John,Greco,RG,86,63,81,59,86,12,45,20,45,50,30,6,6,6,6,30,84,83,79,72,87,79,30,25,25,10,78,92,90,Right,73,76,318,32,3/24/1985,10,Toledo,3,1,1,1,900000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Jon,Halapio,RG,48,61,79,52,85,10,40,25,40,70,30,6,6,6,6,30,71,81,77,68,88,78,39,25,25,10,85,78,91,Right,75,75,318,26,6/23/1991,4,Florida,6,19,1,1,465000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,John,Jerry,RG,83,65,77,48,88,20,30,10,30,57,9,6,6,6,6,35,85,73,84,65,93,81,34,22,20,10,73,79,66,Right,77,77,338,31,6/14/1986,8,Mississippi,3,9,3,3,10000000,1850000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Ray-Ray,Armstrong,ROLB,72,82,87,81,65,35,62,51,66,83,34,6,6,6,6,30,45,45,45,45,45,45,79,28,28,10,84,89,74,Right,55,75,220,26,3/5/1991,5,Miami (Fla.),15,63,3,2,3100000,500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Akeem,Ayers,ROLB,75,80,86,82,71,60,67,55,71,74,23,6,6,6,6,19,45,45,45,45,45,45,82,16,23,10,90,95,87,Right,48,75,251,28,7/10/1989,7,UCLA,2,7,1,1,775000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Jonathan,Casillas,ROLB,79,86,88,84,63,67,65,30,54,82,25,6,6,6,6,30,45,45,45,45,45,45,82,20,20,15,86,77,65,Right,52,73,227,30,6/3/1987,9,Wisconsin,15,63,3,1,8000000,2975000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Keenan,Robinson,ROLB,77,84,87,85,77,35,65,51,57,88,20,6,6,6,6,19,45,45,45,45,45,45,82,27,23,10,91,85,76,Right,57,75,242,28,7/7/1989,6,Texas,4,23,1,1,3000000,2000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Deontae,Skinner,ROLB,62,78,85,77,63,32,60,49,51,79,25,6,6,6,6,22,45,45,45,45,45,45,77,20,20,10,88,90,74,Right,45,74,246,27,12/18/1990,4,Mississippi State,15,63,1,1,615000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,D.J.,Fluker,RT,83,61,77,54,91,12,25,25,25,68,30,6,6,6,6,30,73,72,85,74,94,89,39,25,25,10,85,92,77,Right,76,77,342,26,3/13/1991,5,Alabama,1,11,1,1,3000000,900000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Bobby,Hart,RT,77,52,71,52,84,11,45,25,42,77,35,6,6,6,6,32,72,76,75,66,87,74,40,25,21,15,75,93,80,Right,68,77,325,23,8/21/1994,3,Florida State,7,34,4,2,2351588,71588,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Nat,Berhe,SS,60,87,91,85,67,64,65,49,61,85,30,15,10,10,15,30,45,45,45,45,45,45,67,20,15,45,88,92,74,Right,29,72,195,26,7/6/1991,4,San Diego State,5,24,4,1,2412800,192800,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Landon,Collins,SS,89,88,90,83,75,74,66,65,72,85,30,6,6,6,6,29,45,45,45,45,45,45,85,18,17,35,89,87,88,Right,21,72,222,23,1/10/1994,3,Alabama,2,1,4,2,6120558,4459523,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Ryan,Murphy,SS,61,90,92,85,73,49,65,51,65,90,30,15,10,10,15,30,45,45,45,45,45,45,72,20,15,55,85,91,79,Right,36,73,214,25,10/14/1992,3,Oregon State,7,56,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Jerell,Adams,TE,59,84,87,78,72,44,70,70,77,81,30,15,10,6,10,29,65,61,57,57,62,61,33,21,19,18,83,86,77,Right,89,77,251,24,12/31/1992,2,South Carolina,6,24,4,3,2482856,142856,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Zak,DeOssie,TE,78,81,86,78,71,34,75,25,63,74,30,6,6,6,6,35,68,56,63,52,60,50,73,15,15,10,86,89,92,Right,51,77,250,33,5/24/1984,11,Brown,4,20,2,2,2315000,400000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Evan,Engram,TE,68,90,91,89,63,79,79,76,82,86,28,23,18,14,27,54,56,61,45,52,59,60,42,22,16,59,86,88,76,Right,88,75,238,23,9/2/1994,1,Mississippi,1,23,4,4,10718546,10341925,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Odell,Beckham Jr,WR,94,94,94,97,49,94,73,43,93,94,45,15,10,10,10,40,40,61,40,40,42,40,40,74,63,82,95,89,92,Right,13,71,198,25,11/5/1992,4,LSU,1,12,5,2,10406198,5888144,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Dwayne,Harris,WR,75,87,88,89,62,87,72,64,80,81,66,56,47,40,67,54,36,50,42,35,45,40,31,25,25,86,93,88,91,Right,17,71,204,30,9/16/1987,7,East Carolina,6,16,5,3,17500000,7100000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Tavarres,King,WR,64,89,90,95,45,88,69,38,77,89,35,25,20,15,15,35,45,43,44,45,49,54,25,30,30,60,92,87,72,Right,12,73,196,27,7/14/1990,5,Georgia,5,33,1,1,690000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Roger,Lewis Jr,WR,63,91,88,86,60,76,63,51,76,85,35,15,10,6,10,31,36,50,36,34,44,44,31,23,22,65,88,87,78,Right,18,72,200,24,11/27/1993,2,Bowling Green State,15,63,3,2,1638500,40000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Brandon,Marshall,WR,88,86,85,86,80,70,72,81,86,91,24,15,10,6,10,20,35,67,45,35,62,60,45,12,12,25,97,92,90,Right,15,77,231,33,3/23/1984,12,Central Florida,4,24,2,2,11000000,5000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Darius,Powe,WR,54,89,89,85,62,71,64,63,77,83,35,15,14,10,10,22,43,55,40,40,40,40,58,23,22,60,86,87,77,Right,80,74,218,23,3/15/1994,2,California,15,63,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Kalif,Raymond,WR,48,94,94,91,53,75,66,32,79,82,35,15,10,6,10,31,38,49,36,34,44,44,44,23,22,81,88,86,75,Right,83,69,160,23,8/8/1994,2,Holy Cross,15,63,2,2,1170000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Travis,Rudolph,WR,50,86,89,90,55,71,73,27,83,77,33,26,20,16,29,27,52,55,36,34,44,44,29,23,19,67,91,88,80,Right,19,72,190,22,9/15/1995,1,Florida State,15,63,1,1,465000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Hunter,Sharp,WR,41,88,88,86,65,76,63,51,77,78,44,49,47,44,39,49,36,47,40,30,50,40,31,23,22,65,88,87,88,Right,84,71,198,23,4/25/1994,2,Utah State,15,63,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Sterling,Shepard,WR,82,90,91,93,68,84,75,41,86,91,27,22,20,17,21,22,41,62,26,24,24,24,33,23,22,75,91,90,86,Right,87,70,198,23,2/10/1994,2,Oklahoma,2,8,4,3,5944572,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Brandon,Linder,C,89,61,78,60,89,18,35,27,35,66,20,6,6,6,6,12,86,86,86,78,80,69,33,12,12,10,79,93,88,Right,65,78,315,25,1/25/1992,4,Miami (Fla.),3,29,6,6,51703000,19500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,A.J.,Bouye,CB,85,89,94,91,66,67,65,35,68,89,27,6,6,6,6,35,45,45,45,45,45,45,62,10,11,65,91,83,72,Right,21,72,191,26,8/16/1991,5,Central Florida,15,63,5,5,67500000,26000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Aaron,Colvin,CB,81,89,90,89,57,70,61,24,52,86,35,6,6,6,6,35,45,45,45,45,45,45,62,20,20,45,87,76,76,Right,22,72,193,26,10/2/1991,4,Oklahoma,4,18,4,1,2673152,453152,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Jalen,Myrick,CB,52,96,95,88,66,70,56,28,60,89,31,6,6,6,6,35,45,45,45,45,45,45,66,25,21,82,90,83,77,Right,31,71,200,22,2/27/1995,1,Minnesota,7,30,4,4,2493680,93680,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Tyler,Patmon,CB,65,88,88,91,62,66,59,21,70,84,22,6,6,6,6,21,45,45,45,45,45,45,51,18,22,50,91,88,65,Right,23,70,188,26,1/26/1991,4,Oklahoma State,15,63,2,2,1320000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Jalen,Ramsey,CB,80,93,94,89,69,78,71,42,67,93,27,33,26,21,24,26,19,31,43,44,43,44,72,18,17,80,91,86,86,Right,20,74,208,23,10/24/1994,2,Florida State,1,5,4,3,23350998,23350998,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Eli,Ankou,DT,69,65,81,71,82,34,39,47,43,74,23,6,6,6,6,19,40,44,45,42,45,42,80,17,17,9,81,86,85,Right,54,75,325,23,6/8/1994,1,UCLA,15,63,3,3,1668500,20000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Michael,Bennett,DT,65,71,82,68,79,10,45,35,33,82,14,6,6,6,6,13,45,45,45,45,45,45,76,17,11,10,73,86,77,Right,96,74,287,24,2/24/1993,3,Ohio State,6,20,4,2,2418700,138700,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Marcell,Dareus,DT,84,73,84,71,94,12,40,40,35,69,25,6,6,6,6,25,45,45,45,45,45,45,91,20,20,10,72,94,96,Right,99,75,331,27,3/13/1990,7,Alabama,1,3,7,5,95100000,42900000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Malik,Jackson,DT,83,76,83,66,83,30,39,55,30,78,30,6,6,6,6,30,45,45,45,45,45,45,90,30,30,10,87,90,80,Right,97,77,290,27,1/11/1990,6,Tennessee,5,9,6,5,85500000,31500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Abry,Jones,DT,83,67,78,59,88,15,42,22,35,66,36,6,6,6,6,19,45,45,45,46,45,45,79,20,20,10,76,87,84,Right,95,76,318,26,9/8/1991,5,Georgia,15,63,4,4,15500000,3500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Tommy,Bohanon,FB,69,76,87,71,86,48,74,76,62,86,30,20,15,10,10,25,54,66,70,60,81,75,50,33,32,30,88,88,76,Right,40,73,246,27,9/10/1990,5,Wake Forest,7,23,2,2,1480000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Tashaun,Gipson,FS,78,84,89,86,71,57,66,52,82,85,21,6,6,6,6,22,45,45,45,45,45,45,68,20,19,65,92,94,81,Right,39,71,212,27,8/7/1990,6,Wyoming,15,63,5,4,36000000,12000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Jarrod,Harper,FS,72,89,92,90,62,63,63,33,68,84,20,6,6,6,6,19,40,40,40,40,40,40,62,18,22,59,84,84,85,Left,35,73,211,23,3/28/1994,1,West Virginia,15,63,3,3,1665000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Peyton,Thompson,FS,62,88,89,87,54,74,65,22,70,87,30,6,6,6,6,30,45,45,45,45,45,45,50,15,15,54,85,90,65,Right,25,70,184,27,9/26/1990,6,San Jose State,15,63,1,1,690000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Leonard,Fournette,HB,76,90,90,86,83,81,91,92,66,71,34,35,29,25,31,35,60,53,56,42,55,52,41,18,20,25,89,85,79,Right,27,72,228,22,1/18/1995,1,LSU,1,4,4,4,27150882,27150882,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Tyler,Gaffney,HB,70,88,88,87,73,80,87,71,68,75,35,35,25,20,22,25,52,41,49,49,45,45,38,19,20,62,88,74,84,Right,35,72,220,26,4/20/1991,4,Stanford,6,44,1,1,465000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Corey,Grant,HB,62,96,90,85,68,75,74,58,58,87,30,30,20,10,10,28,35,29,37,35,35,34,33,11,11,75,78,82,65,Right,30,71,203,26,12/19/1991,3,Auburn,15,63,3,1,1580000,5000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Chris,Ivory,HB,85,89,90,83,84,73,82,91,61,72,36,10,10,10,10,36,66,40,45,40,40,40,35,25,25,62,82,83,69,Right,33,72,223,29,3/22/1988,8,Tiffin University,15,63,5,4,32000000,10000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,T.J.,Yeldon,HB,78,88,90,85,74,84,84,80,65,87,35,30,25,15,10,25,47,47,52,48,47,45,42,15,14,25,78,84,86,Right,24,73,223,24,10/2/1993,3,Alabama,2,4,4,2,5913776,3699736,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Josh,Lambo,K,58,67,64,72,49,25,45,15,35,72,29,35,33,25,11,25,16,19,10,10,10,10,31,93,84,10,85,92,55,Right,4,72,215,27,11/19/1990,3,Texas A&M,15,63,2,2,1320000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jaguars,Dante,Fowler Jr,LE,69,85,88,84,73,45,55,55,52,82,25,6,6,6,6,25,45,45,45,45,45,45,82,21,22,10,82,79,77,Right,56,75,255,23,8/3/1994,3,Florida,1,3,4,2,20000000,13200000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
